timestamp,dayInd,close,high,low,volume
1718251200000,249.0,182.81,182.72,180.25,36643557.0
1718337600000,250.0,186.1,189.275,185.86,44676779.0
1718424000000,251.0,189.08,191.0,185.33,72931754.0
1718510400000,252.0,185.57,188.84,185.42,50599979.0
1718596800000,253.0,186.34,194.8,186.26,45898475.0
1718683200000,254.0,193.61,199.84,194.2,63803893.0
1718942400000,255.0,197.85,198.85,192.5,74377491.0
1719028800000,256.0,193.25,198.2957,192.82,76930192.0
1719115200000,257.0,197.2,200.43,195.93,41192011.0
1719201600000,258.0,200.0,200.029,196.7601,45586383.0
1719288000000,259.0,197.59,200.55,198.17,30585326.0
1719374400000,260.0,200.0,201.2,197.96,38858685.0
1719460800000,261.0,199.29,200.57,199.045,34756586.0
1719547200000,262.0,199.34,200.11,197.69,32756736.0
1719806400000,263.0,199.79,200.2699,192.86,32871678.0
1719892800000,264.0,195.05,196.47,193.8301,44559041.0
1719979200000,265.0,194.49,196.19,190.83,30583325.0
1720065600000,266.0,192.72,196.62,192.24,40649227.0
1720152000000,267.0,193.02,191.58,185.99,33994714.0
1720411200000,268.0,187.93,189.68,181.448,48020139.0
1720497600000,269.0,183.75,184.93,180.11,51037226.0
1720584000000,270.0,183.13,185.06,182.48,42639329.0
1720670400000,271.0,182.55,189.39,183.56,39891223.0
1720756800000,272.0,186.41,185.45,180.41,47534070.0
1721016000000,273.0,180.83,183.8958,176.8,41513960.0
1721102400000,274.0,179.85,183.19,180.24,44456863.0
1721188800000,275.0,182.5,184.75,182.38,29505964.0
1721275200000,276.0,183.2,185.86,179.38,33270123.0
1721361600000,277.0,181.71,187.94,184.46,39496174.0
1721620800000,278.0,186.98,190.6,181.87,41667326.0
1721707200000,279.0,184.07,168.77,160.55,70380635.0
1721793600000,280.0,167.9,162.96,151.61,141380965.0
1721880000000,281.0,161.02,165.08,158.5404,83141517.0
1721966400000,282.0,161.93,167.58,161.43,59937280.0
1722225600000,283.0,162.77,166.6899,162.55,48349840.0
1722312000000,284.0,165.8,168.55,162.55,44605206.0
1722398400000,285.0,166.94,168.55,165.85,36301049.0
1722484800000,286.0,166.8,171.04,166.1101,30007688.0
1722571200000,287.0,170.23,172.28,167.1,39237915.0
1722830400000,288.0,170.1,177.91,168.86,28796204.0
1722916800000,289.0,177.59,178.34,173.99,51681513.0
1723003200000,290.0,177.06,178.3,176.2601,31457175.0
1723089600000,291.0,178.22,179.01,176.16,31129807.0
1723176000000,292.0,178.88,182.385,177.4308,26255204.0
1723435200000,293.0,180.11,181.47,178.8937,35575120.0
1723521600000,294.0,176.13,178.9699,175.68,32047482.0
1723608000000,295.0,177.04,177.4682,175.24,29081191.0
1723694400000,296.0,175.5,174.89,172.25,22364436.0
1723780800000,297.0,173.12,173.69,168.92,29761979.0
1724040000000,298.0,170.8,174.29,170.81,29045025.0
1724126400000,299.0,172.12,178.9,172.6,26397315.0
1724212800000,300.0,178.5,178.26,175.26,43411355.0
1724299200000,301.0,176.25,175.98,172.54,37816711.0
1724385600000,302.0,173.33,179.875,174.995,30299225.0
1724644800000,303.0,177.89,178.38,171.16,40147276.0
1724731200000,304.0,171.39,175.85,171.16,41466537.0
1724817600000,305.0,175.4,180.5,173.51,29037362.0
1724904000000,306.0,179.55,184.99,176.79,36223796.0
1724990400000,307.0,184.52,187.41,175.73,42564698.0
1725249600000,308.0,187.0,188.5,183.54,33622483.0
1725336000000,309.0,186.49,185.81,183.36,26065485.0
1725422400000,310.0,184.89,189.45,186.14,26091682.0
1725508800000,311.0,186.88,188.8,185.06,34448130.0
1725595200000,312.0,186.43,190.99,188.47,39543168.0
1725854400000,313.0,189.87,191.84,187.41,100351353.0
1725940800000,314.0,191.6,194.45,190.57,36993111.0
1726027200000,315.0,193.88,195.37,190.13,43478926.0
1726113600000,316.0,193.96,193.9498,192.16,26381344.0
1726200000000,317.0,192.53,194.53,189.54,36334854.0
1726459200000,318.0,191.16,190.9,187.34,35973516.0
1726545600000,319.0,187.97,188.49,184.65,41680400.0
1726632000000,320.0,186.33,186.19,183.4519,35993006.0
1726718400000,321.0,185.13,186.6,184.04,23704056.0
1726804800000,322.0,184.76,183.44,180.875,30204302.0
1727064000000,323.0,181.96,187.6,183.6,41039211.0
1727150400000,324.0,186.51,187.6,180.25,42364201.0
1727236800000,325.0,180.8,183.09,180.92,26372086.0
1727323200000,326.0,182.72,185.845,182.05,26343117.0
1727409600000,327.0,185.17,188.134,185.83,27780363.0
1727668800000,328.0,186.65,189.9284,186.3,25751557.0
1727755200000,329.0,188.82,189.83,187.36,22608807.0
1727841600000,330.0,187.54,188.41,184.58,32144200.0
1727928000000,331.0,187.69,187.78,185.61,23456812.0
1728014400000,332.0,186.89,188.94,186.0,25005314.0
1728273600000,333.0,187.53,190.74,186.28,37381410.0
1728360000000,334.0,188.99,189.46,186.4,24631393.0
1728446400000,335.0,189.07,191.5201,186.975,29631593.0
1728532800000,336.0,189.7,189.16,183.69,31937089.0
1728619200000,337.0,184.71,187.11,183.86,21612195.0
1728878400000,338.0,186.38,190.45,187.53,29323810.0
1728964800000,339.0,187.83,190.21,188.21,27930836.0
1729051200000,340.0,188.39,191.4599,187.815,35690158.0
1729137600000,341.0,190.83,195.61,192.42,37706550.0
1729224000000,342.0,192.73,190.6,185.23,75146387.0
1729483200000,343.0,186.4,200.5,197.02,95553617.0
1729569600000,344.0,197.93,197.33,194.3101,123136859.0
1729656000000,345.0,195.78,199.82,195.99,109297115.0
1729742400000,346.0,199.5,207.55,199.14,87710360.0
1729828800000,347.0,207.09,212.25,207.19,116804328.0
1730088000000,348.0,210.05,209.9633,207.44,68302045.0
1730174400000,349.0,208.18,209.65,205.59,50594339.0
1730260800000,350.0,206.84,209.54,206.01,48002540.0
1730347200000,351.0,208.91,215.09,209.14,43617902.0
1730433600000,352.0,214.1,215.9,210.88,51866916.0
1730696400000,353.0,211.48,207.34,199.61,44726453.0
1730782800000,354.0,202.61,204.67,200.95,48126111.0
1730869200000,355.0,201.7,205.3,198.78,56607202.0
1730955600000,356.0,204.61,203.13,199.45,63470094.0
1731042000000,357.0,202.88,203.49,195.75,43051696.0
1731301200000,358.0,198.38,199.2599,196.75,36413330.0
1731387600000,359.0,197.12,201.9499,199.0,33224732.0
1731474000000,360.0,201.45,208.0,201.79,41667255.0
1731560400000,361.0,207.86,207.64,205.05,55176543.0
1731646800000,362.0,205.74,208.2,204.59,74228963.0
1731906000000,363.0,207.89,212.99,209.5101,77677487.0
1731992400000,364.0,210.71,214.02,209.65,35217469.0
1732078800000,365.0,213.44,220.0,215.75,29314055.0
1732165200000,366.0,218.16,222.15,217.3,44002926.0
1732251600000,367.0,220.55,227.15,220.6,41043620.0
1732510800000,368.0,227.03,230.08,225.67,29663143.0
1732597200000,369.0,226.09,229.06,224.2002,75205042.0
1732683600000,370.0,225.04,231.2,226.26,56193682.0
1732770000000,371.0,230.26,231.09,227.63,38492128.0
1732856400000,372.0,228.97,230.2,225.8608,64347317.0
1732942800000,373.0,227.46,233.0,228.01,43318478.0
1733029200000,374.0,232.93,232.73,227.85,34314810.0
1733115600000,375.0,231.15,231.3999,220.11,29470373.0
1733202000000,376.0,220.52,226.09,222.92,42460924.0
1733288400000,377.0,223.29,226.21,218.73,38938882.0
1733374800000,378.0,224.92,226.88,223.9,33393545.0
1733461200000,379.0,225.06,229.14,226.13,34892044.0
1733720400000,380.0,229.05,228.5,226.6706,28549753.0
1733806800000,381.0,227.05,226.03,220.9,34700005.0
1733893200000,382.0,223.75,222.9972,218.43,51679406.0
1733979600000,383.0,221.3,223.2299,218.94,29113319.0
1734066000000,384.0,219.39,225.15,218.19,33139121.0
1734325200000,385.0,220.22,225.36,221.62,29915592.0
1734411600000,386.0,224.19,228.835,224.84,51979243.0
1734498000000,387.0,227.61,228.381,221.46,39832500.0
1734584400000,388.0,222.11,223.52,220.2,38102502.0
1734670800000,389.0,222.13,221.71,216.5,31303317.0
1734930000000,390.0,218.94,219.4,216.47,39325981.0
1735016400000,391.0,218.46,221.82,216.2,27639991.0
1735102800000,392.0,217.76,223.57,220.75,29337763.0
1735189200000,393.0,223.35,224.65,220.31,47341752.0
1735275600000,394.0,220.66,226.51,220.75,40412937.0
1735534800000,395.0,225.94,231.78,223.08,39411728.0
1735621200000,396.0,230.71,235.44,226.94,38921113.0
1735707600000,397.0,235.01,235.52,231.19,59897917.0
1735794000000,398.0,235.42,236.4,231.51,41583365.0
1735880400000,399.0,234.85,235.61,232.93,31171161.0
1736139600000,400.0,235.42,241.77,225.86,32990973.0
1736226000000,401.0,238.15,240.39,233.98,27317661.0
1736312400000,402.0,237.07,237.95,236.15,52542526.0
1736398800000,403.0,234.64,240.29,232.22,63543658.0
1736485200000,404.0,237.68,240.29,236.41,41246065.0
1736744400000,405.0,237.42,239.25,232.9,53679198.0
1736830800000,406.0,242.06,242.52,238.03,95553617.0
1736917200000,407.0,236.17,238.32,235.2,123136859.0
1737003600000,408.0,238.83,239.6599,236.01,109297115.0
1737090000000,409.0,229.15,234.81,228.06,87710360.0
1737349200000,410.0,233.14,233.92,229.2,116804328.0
1737435600000,411.0,232.76,233.44,230.13,68302045.0
1737522000000,412.0,228.93,231.18,228.16,50594339.0
1737608400000,413.0,230.37,230.42,227.52,48002540.0
1737694800000,414.0,228.68,229.89,227.23,43617902.0
1737954000000,415.0,226.65,229.3,223.72,51866916.0
1738040400000,416.0,226.63,226.83,223.71,44726453.0
1738126800000,417.0,222.88,225.13,221.81,48126111.0
1738213200000,418.0,216.58,223.31,214.74,56607202.0
1738299600000,419.0,212.71,217.715,212.42,63470094.0
1738558800000,420.0,212.8,213.34,204.16,43051696.0
1738645200000,421.0,214.35,219.97,213.09,36413330.0
1738731600000,422.0,208.74,212.62,208.37,33224732.0
1738818000000,423.0,212.28,214.01,206.99,41667255.0
1738904400000,424.0,205.02,206.8,202.55,55176543.0
1739163600000,425.0,203.8,209.98,197.432,74228963.0
1739250000000,426.0,208.36,205.77,203.26,77677487.0
1739336400000,427.0,200.7,202.2653,198.3015,35217469.0
1739422800000,428.0,199.25,196.73,192.53,29314055.0
1739509200000,429.0,194.54,200.18,190.85,44002926.0
1739768400000,430.0,196.59,201.52,193.4,41043620.0
1739854800000,431.0,198.89,198.8799,191.82,29663143.0
1739941200000,432.0,193.89,199.0,195.32,75205042.0
1740027600000,433.0,197.95,199.32,194.3247,56193682.0
1740114000000,434.0,195.74,196.99,189.38,38492128.0
1740373200000,435.0,192.82,195.965,191.96,64347317.0
1740459600000,436.0,195.54,199.32,192.3,43318478.0
1740546000000,437.0,194.95,196.21,192.52,34314810.0
1740632400000,438.0,196.21,203.64,199.95,29470373.0
1740718800000,439.0,203.26,206.21,199.925,42460924.0
1740978000000,440.0,205.71,206.01,203.22,38938882.0
1741064400000,441.0,201.13,203.79,199.2821,33393545.0
1741150800000,442.0,201.36,199.26,191.881,34892044.0
1741237200000,443.0,192.72,191.33,184.4,28549753.0
1741323600000,444.0,190.26,193.93,187.2,34700005.0
1741579200000,445.0,192.17,198.34,187.66,51679406.0
1741665600000,446.0,196.01,184.13,176.92,29113319.0
1741752000000,447.0,178.41,178.1436,166.0,33139121.0
1741838400000,448.0,171.0,183.4099,161.38,29915592.0
1741924800000,449.0,175.26,185.9,168.57,51979243.0
1742184000000,450.0,170.66,192.65,169.93,39832500.0
1742270400000,451.0,191.1,186.8692,175.8518,38102502.0
1742356800000,452.0,181.22,185.86,178.0,31303317.0
1742443200000,453.0,184.87,187.44,179.23,39325981.0
1742529600000,454.0,182.12,182.35,177.9331,27639991.0
1742788800000,455.0,179.59,179.1046,171.41,29337763.0
1742875200000,456.0,174.33,176.21,172.0,47341752.0
1742961600000,457.0,172.61,169.6,165.285,40412937.0
1743048000000,458.0,167.32,176.78,169.35,39411728.0
1743134400000,459.0,173.18,187.38,180.19,38921113.0
1743393600000,460.0,180.6,186.74,180.18,59897917.0
1743480000000,461.0,186.54,189.94,185.49,41583365.0
1743566400000,462.0,188.99,190.22,184.885,31171161.0
1743652800000,463.0,187.7,188.0158,183.68,32990973.0
1743739200000,464.0,187.39,185.05,178.85,27317661.0
1743998400000,465.0,184.42,191.807112,187.5,52542526.0
1744084800000,466.0,190.2,192.88,186.4,63543658.0
1744171200000,467.0,189.98,188.18,185.53,41246065.0
1744257600000,468.0,186.35,187.93,183.85,53679198.0
1744344000000,469.0,185.01,190.99,185.01,95553617.0
1744603200000,470.0,188.71,194.33,188.82,123136859.0
1744689600000,471.0,192.08,194.69,191.16,109297115.0
1744776000000,472.0,193.06,211.66,205.75,87710360.0
1744862400000,473.0,208.64,214.84,210.1,116804328.0
1744948800000,474.0,211.37,211.93,208.85,68302045.0
1745208000000,475.0,210.25,206.88,202.673,50594339.0
1745294400000,476.0,205.17,206.85,204.374,48002540.0
1745380800000,477.0,205.59,206.62,201.26,43617902.0
1745467200000,478.0,206.16,205.5899,202.65,51866916.0
1745553600000,479.0,204.07,203.455,200.06,44726453.0
1745812800000,480.0,201.12,205.76,200.16,48126111.0
1745899200000,481.0,203.1,202.37,197.85,56607202.0
1745985600000,482.0,200.99,206.69,202.19,63470094.0
1746072000000,483.0,206.02,207.66,204.41,43051696.0
1746158400000,484.0,204.72,208.81,204.23,36413330.0
1746417600000,485.0,205.7,205.99,201.695,33224732.0
1746504000000,486.0,205.01,207.0,202.68,41667255.0
1746590400000,487.0,206.65,208.9469,205.03,55176543.0
1746676800000,488.0,205.71,208.18,205.18,74228963.0
1746763200000,489.0,207.23,212.81,207.56,77677487.0
1747022400000,490.0,207.91,213.8699,210.5,35217469.0
1747108800000,491.0,213.57,217.85,212.88,29314055.0
1747195200000,492.0,216.98,217.69,214.15,44002926.0
1747281600000,493.0,217.61,218.4,212.89,41043620.0
1747368000000,494.0,213.2,213.58,211.33,29663143.0
1747627200000,495.0,213.24,214.05,209.62,75205042.0
1747713600000,496.0,212.1,209.62,206.99,56193682.0
1747800000000,497.0,212.1,209.62,206.99,38492128.0